ESCOLARIDAD,TIPO_VIVIENDA,Edad,RangoEdad,CLIENTE_CDE,SEGMENTO_CLIENTE,COMPROBANTE_INGRESOS,APROBACION_TC,Producto
POSGRADO,HIPOTECA,54,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,29,adulto joven,CLIENTE_BANCO,MEDIO_B,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,44,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,FAMILIARES,29,adulto joven,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,35,adulto joven,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,FAMILIARES,42,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,RENTA,34,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,39,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,46,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,48,adulto maduro,CLIENTE_BANCO,ALTO_B,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,41,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,RENTA,42,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,33,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,HIPOTECA,42,adulto maduro,CLIENTE_BANCO,ALTO_B,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,60,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,42,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,46,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,58,adulto mayor,NO_CLIENTE,MEDIO_B,INVERSIONES,APROBADO,CLASICA
POSGRADO,HIPOTECA,32,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,55,adulto mayor,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,30,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,RENTA,27,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,47,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,FAMILIARES,30,adulto joven,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,RENTA,39,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,48,adulto maduro,NO_CLIENTE,ALTO_A,DECLARACION ANUAL,APROBADO,CLASICA
POSGRADO,HIPOTECA,34,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,35,adulto joven,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,46,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,37,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,46,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,RENTA,53,adulto mayor,NO_CLIENTE,MEDIO_B,DECLARACION ANUAL,APROBADO,CLASICA
POSGRADO,FAMILIARES,56,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,48,adulto maduro,NO_CLIENTE,MEDIO_A,DECLARACION ANUAL,APROBADO,CLASICA
LICENCIATURA,PROPIA,35,adulto joven,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,PROPIA,50,adulto maduro,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,59,adulto mayor,NO_CLIENTE,MEDIO_B,INVERSIONES,APROBADO,CLASICA
POSGRADO,HIPOTECA,53,adulto mayor,CLIENTE_BANCO,ALTO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,44,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,35,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,PROPIA,59,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,RENTA,52,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,RENTA,44,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,30,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,39,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,37,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,25,joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,RENTA,58,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,PROPIA,49,adulto maduro,CLIENTE_BANCO,ALTO_B,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,30,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,PROPIA,28,adulto joven,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,RENTA,54,adulto mayor,CLIENTE_BANCO,ALTO_B,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,46,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,38,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,PROPIA,43,adulto maduro,CLIENTE_BANCO,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,FAMILIARES,37,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,FAMILIARES,50,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,54,adulto mayor,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,45,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,PROPIA,37,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,30,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,50,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,57,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,51,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,39,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,50,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,RENTA,33,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,RENTA,53,adulto mayor,CLIENTE_BANCO,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,PROPIA,58,adulto mayor,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,44,adulto maduro,CLIENTE_BANCO,ALTO_B,DECLARACION ANUAL,APROBADO,CLASICA
POSGRADO,RENTA,60,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,46,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,FAMILIARES,27,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,58,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,44,adulto maduro,NO_CLIENTE,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,36,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,51,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,31,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,RENTA,56,adulto mayor,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,36,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,53,adulto mayor,NO_CLIENTE,ALTO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,PROPIA,59,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,PROPIA,41,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,48,adulto maduro,NO_CLIENTE,MEDIO_A,DECLARACION ANUAL,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,42,adulto maduro,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,PROPIA,47,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,RENTA,53,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,PROPIA,55,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,32,adulto joven,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,59,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,49,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,PROPIA,58,adulto mayor,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,50,adulto maduro,NO_CLIENTE,ALTO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,32,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,RENTA,38,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,RENTA,42,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,41,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,RENTA,45,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,29,adulto joven,NO_CLIENTE,ALTO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,FAMILIARES,54,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,RENTA,28,adulto joven,CLIENTE_BANCO,ALTO_B,DECLARACION ANUAL,APROBADO,CLASICA
POSGRADO,FAMILIARES,56,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,26,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,PROPIA,26,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,40,adulto maduro,CLIENTE_BANCO,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,RENTA,41,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,PROPIA,41,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,25,joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,RENTA,29,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,54,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,37,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,RENTA,32,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,RENTA,52,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,FAMILIARES,54,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,35,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,46,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,27,adulto joven,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,PROPIA,48,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,36,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,PROPIA,42,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,RENTA,52,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,49,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,53,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,59,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,RENTA,45,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,RENTA,44,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,26,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,36,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,53,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,36,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,39,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,41,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,53,adulto mayor,NO_CLIENTE,MEDIO_B,INVERSIONES,APROBADO,CLASICA
POSGRADO,PROPIA,41,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,FAMILIARES,35,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,48,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,40,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,43,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,32,adulto joven,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,PROPIA,29,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,RENTA,44,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,RENTA,53,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,52,adulto mayor,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,RENTA,38,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,RENTA,56,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,26,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,RENTA,33,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,42,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,FAMILIARES,32,adulto joven,NO_CLIENTE,MEDIO_B,DECLARACION ANUAL,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,58,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,PROPIA,43,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,HIPOTECA,30,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,44,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,30,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,51,adulto mayor,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,53,adulto mayor,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,HIPOTECA,52,adulto mayor,CLIENTE_BANCO,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,RENTA,51,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,RENTA,25,joven,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,35,adulto joven,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,RENTA,51,adulto mayor,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,RENTA,46,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,41,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,PROPIA,37,adulto maduro,CLIENTE_BANCO,MEDIO_B,DECLARACION ANUAL,APROBADO,CLASICA
POSGRADO,RENTA,44,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,51,adulto mayor,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,PROPIA,27,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,FAMILIARES,28,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
LICENCIATURA,PROPIA,46,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,RENTA,45,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,RENTA,35,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,52,adulto mayor,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,RENTA,43,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,52,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,RENTA,36,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,PROPIA,38,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,49,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,37,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,51,adulto mayor,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,RENTA,26,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,35,adulto joven,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,PROPIA,48,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,RENTA,49,adulto maduro,CLIENTE_BANCO,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,59,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,46,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,35,adulto joven,NO_CLIENTE,BAJO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,36,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,PROPIA,41,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,HIPOTECA,56,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,47,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,FAMILIARES,38,adulto maduro,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,26,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,RENTA,47,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,50,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,FAMILIARES,55,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,PROPIA,29,adulto joven,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
PREPARATORIA,PROPIA,32,adulto joven,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,HIPOTECA,40,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
POSGRADO,PROPIA,49,adulto maduro,CLIENTE_BANCO,ALTO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,PROPIA,28,adulto joven,CLIENTE_BANCO,ALTO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,RENTA,44,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,RENTA,29,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
POSGRADO,FAMILIARES,50,adulto maduro,CLIENTE_BANCO,MEDIO_B,RECIBOS DE NOMINA,APROBADO,CLASICA
LICENCIATURA,FAMILIARES,36,adulto maduro,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,APROBADO,CLASICA
PREPARATORIA,FAMILIARES,38,adulto maduro,CLIENTE_BANCO,MEDIO_A,INVERSIONES,APROBADO,CLASICA
